"4"	55

"5"	58

"11"	53

"13"	64

"5"	51

"11"	65

"3"	49

"1"	66

"10"	59

"9"	69

"2"	74

"0"	66

"14"	58

"6"	54

"0"	59

"13"	49

"0"	63

"14"	64

"4"	63

"12"	64

"12"	64

"2"	54

"4"	50

"1"	60

"4"	65

"13"	66

"13"	57

"4"	56

"11"	66

"16"	49

"17"	58

"2"	56

"5"	55

"18"	66

"5"	59

"15"	49

"4"	72

"9"	45

"6"	56

"18"	62

"14"	43

"5"	62

"9"	57

"13"	65

"5"	57

"2"	47

"3"	59

"0"	63

"18"	75

"0"	57

"5"	63

"3"	50

"7"	52

"8"	62

"14"	49

"3"	62

"11"	62

"16"	65

"7"	60

"0"	73

"4"	63

"7"	52

"3"	50

"17"	61

"2"	76

"13"	58

"17"	60

"15"	50

"8"	55

"1"	61

"18"	54

"7"	65

"18"	66

"3"	69

"2"	76

"0"	71

"5"	53

"1"	65

"0"	63

"2"	55

"16"	60

"1"	65

"10"	58

"17"	60

"10"	70

"18"	62

"9"	69

"14"	68

"12"	60

"15"	51

"4"	57

"15"	62

"1"	56

"11"	59

"6"	42

"11"	58

"15"	50

"5"	58

"1"	58

"14"	59

"6"	64

"14"	61

"0"	67

"16"	59

"3"	52

"14"	58

"6"	56

"11"	68

"14"	57

"5"	52

"16"	63

"4"	57

"12"	60

"13"	58

"9"	54

"13"	63

"12"	64

"15"	73

"8"	51

"12"	48

"18"	49

"6"	54

"14"	58

"11"	56

"12"	65

"8"	51

"0"	58

"16"	51

"17"	70

"16"	53

"12"	81

"14"	64

"4"	67

"6"	52

"15"	54

"15"	61

"7"	59

"4"	66

"12"	61

"4"	55

"2"	66

"3"	55

"7"	58

"15"	66

"18"	55

"18"	73

"1"	48

"5"	71

"16"	65

"4"	48

"5"	53

"18"	68

"7"	58

"10"	61

"15"	58

"15"	47

"10"	56

"12"	59

"1"	49

"16"	59

"15"	50

"10"	53

"12"	51

"13"	65

"6"	60

"8"	68

"9"	59

"0"	60

"2"	59

"1"	73

"4"	59

"7"	59

"11"	63

"11"	62

"14"	48

"4"	64

"3"	45

"7"	63

"1"	59

"15"	61

"10"	65

"0"	57

"17"	54

"11"	55

"6"	63

"2"	70

"0"	61

"16"	64

"16"	65

"9"	53

"1"	64

"14"	71

"17"	69

"0"	73

"1"	60

"5"	59

"15"	58

"11"	45

"16"	70

"15"	64

"17"	49

"3"	61

"14"	59

"7"	55

"14"	68

"0"	70

"18"	52

"17"	53

"0"	51

"12"	75

"2"	59

"9"	53

"16"	61

"5"	58

"17"	56

"18"	54

"7"	63

"2"	59

"6"	61

"8"	61

"8"	63

"0"	64

"7"	61

"1"	64

"3"	57

"14"	59

"6"	64

"6"	69

"12"	57

"11"	55

"3"	64

"5"	65

"12"	67

"5"	51

"12"	64

"15"	68

"18"	63

"18"	70

"13"	53

"4"	62

"11"	57

"15"	62

"8"	56

"16"	59

"11"	55

"8"	73

"13"	66

"7"	55

"14"	62

"8"	50

"8"	55

"13"	56

"8"	54

"7"	54

"2"	68

"1"	74

"10"	65

"4"	58

"18"	70

"16"	66

"12"	66

"18"	53

"0"	60

"4"	83

"16"	61

"17"	66

"16"	48

"11"	62

